initiative_id,report_id,company_canonical,company_name_fixed,industry_sector,ownership_type,year_of_report,ESG_block_norm,theme_tag,collab_type_short,collaboration_model,driver_primary,initiative_title,initiative_title_source,initiative_description,outputs_or_outcomes,KPI_present,KPI_list,geography,actors_involved,evidence_file_name,page_primary,evidence_page_numbers,evidence_quote_15w,evidence_excerpt,confidence,qa_reasons
CN058-I002,CN058,SF Holding,SF Holding,Financial Services,state-owned,2024,X,partnerships_general,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,Partnerships General initiative (BN),label_fallback,"In 2024, the SF Foundation launched in-depth cooperation with the Shanshui Nature Conservation Center to jointly open a new chapter in ecological protection in Medog County and Zayu County of the Xizang Autonomous Region.",2024,yes,not stated,not stated,SF Foundation,SF Holding.pdf,33,33,"In 2024, the SF Foundation launched in-depth cooperation with the Shanshui Nature Conservation Center to","In 2024, the SF Foundation launched in-depth cooperation with the Shanshui Nature Conservation Center to jointly open a new chapter in ecological protection in Medog County and Zayu County of the Xizang Autonomous Region.",High,OK
CN058-I003,CN058,SF Holding,SF Holding,Financial Services,state-owned,2024,E,emissions_reduction,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,Emissions Reduction initiative (BN),label_fallback,"Comprehensive Pilot Project of Wildlife Protection and Ecological Development in Southeast Xizang SF Forest Project Team Investigation on Biodiversity in Southeast Xizang Starting from 2023, the SF Foundation has cooperated with the China Green Carbon Foundation to begin the strategic deployment of biodiversity conservation actions.",2023,yes,not stated,national,SF Foundation has cooperated with the China Green Carbon Foundation,SF Holding.pdf,33,33,Comprehensive Pilot Project of Wildlife Protection and Ecological Development in Southeast Xizang SF Forest Project,"Comprehensive Pilot Project of Wildlife Protection and Ecological Development in Southeast Xizang SF Forest Project Team Investigation on Biodiversity in Southeast Xizang Starting from 2023, the SF Foundation has cooperated with the China Green Carbon Foundation to begin the strategic deployment of biodiversity conservation actions.",High,OK
CN059-I003,CN059,Shenzhen International Holding Limited,Shenzhen International Holding Limited,Financial Services,state-owned,2024,S,training_education,BG,A) Government mandate / compliance-driven,i) regulation/government policy,Training Education initiative (BG),label_fallback,"Compliant Operation Case: Shenzhen International Holds Special Training on SASAC's Trade Management Policies and Supply Chain Risk Prevention and Control In April 2024, Shenzhen International held special training on SASAC's trade policies and supply chain risk prevention and control.",2024,yes,not stated,Shenzhen,International Holds Special Training on SASAC,Shenzhen International Holding Limited.pdf,15,15,Compliant Operation Case: Shenzhen International Holds Special Training on SASAC's Trade Management Policies and Supply,"Compliant Operation Case: Shenzhen International Holds Special Training on SASAC's Trade Management Policies and Supply Chain Risk Prevention and Control In April 2024, Shenzhen International held special training on SASAC's trade policies and supply chain risk prevention and control.",High,OK
CN059-I004,CN059,Shenzhen International Holding Limited,Shenzhen International Holding Limited,Financial Services,state-owned,2024,S,training_education,BG,A) Government mandate / compliance-driven,i) regulation/government policy,Shenzhen International Invited External Experts to Hold Risk Training on Supply Chain,first_sentence,"Shenzhen International Invited External Experts to Hold Risk Training on Supply Chain Businesses Proposed 8 specific risk control suggestions for the entire process management Risk Management Risk Management Framework Risk Management Mechanism Shenzhen International has established a series of internal risk management systems, including the Regulations on the Internal Control System Evaluation and Management, the Internal Control System, the Comprehensive Risk Management Regulations, the Work Guidelines for the Risk Control Committee, the Significant Risk Assessment Plan, etc.",8,yes,not stated,Shenzhen,International Invited External Experts to Hold Risk Training on Supply Chain Businesses Propose,Shenzhen International Holding Limited.pdf,15,15,Shenzhen International Invited External Experts to Hold Risk Training on Supply Chain Businesses Proposed 8,"Shenzhen International Invited External Experts to Hold Risk Training on Supply Chain Businesses Proposed 8 specific risk control suggestions for the entire process management Risk Management Risk Management Framework Risk Management Mechanism Shenzhen International has established a series of internal risk management systems, including the Regulations on the Internal Control System Evaluation and",High,OK
CN059-I005,CN059,Shenzhen International Holding Limited,Shenzhen International Holding Limited,Financial Services,state-owned,2024,G,supply_chain_governance,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,Supply Chain Governance initiative (BN),label_fallback,"Process audits for major projects: In 2024, we conducted process audits for 17 major projects and completed the transfer of process audit work for the Changsha Project (Phase II A), the Pengshen Project, the Liguang Pile Foundation Engineering and Earthwork Project, reviewed 123 bidding projects (including 23 statutory public bidding projects) and audited 991 engineering changes (including 10 changes in files for major projects) and issued over 2,000 audit opinions in total.","2024, 17, 123, 23, 991",yes,not stated,not stated,Liguang Pile Foundation,Shenzhen International Holding Limited.pdf,40,40,"Process audits for major projects: In 2024, we conducted process audits for 17 major projects","Process audits for major projects: In 2024, we conducted process audits for 17 major projects and completed the transfer of process audit work for the Changsha Project (Phase II A), the Pengshen Project, the Liguang Pile Foundation Engineering and Earthwork Project, reviewed 123 bidding projects (including 23 statutory public bidding projects) and audited 991 engineering changes (including 10 cha",High,OK
CN061-I003,CN061,Sunny Optical Technology,Sunny Optical Technology,Manufacturing & Electronics,not stated,2024,G,transparency_reporting,BS,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,"through cooperation with Yuyao College of the Open University of Ningbo, the",first_sentence,"During the Reporting Period, through cooperation with Yuyao College of the Open University of Ningbo, the Group helped 149 individuals obtain a high school diploma, and provided 13 individuals with opportunities for junior college degree studies and 37 individuals with opportunities for undergraduate studies.","149, 13, 37",yes,not stated,not stated,Yuyao College of the Open University,Sunny Optical Technology 2024.pdf,41,41,"During the Reporting Period, through cooperation with Yuyao College of the Open University of Ningbo,","During the Reporting Period, through cooperation with Yuyao College of the Open University of Ningbo, the Group helped 149 individuals obtain a high school diploma, and provided 13 individuals with opportunities for junior college degree studies and 37 individuals with opportunities for undergraduate studies.",High,OK
CN062-I003,CN062,Sunwoda,Sunwoda,Renewables & Clean Tech,not stated,2024,E,emissions_reduction,BN,F) International exposure / investor / supply-chain requirement-driven,vi) reputational/international markets,Initiative Participation Global Advocacy Standards Developmet 1 2024 9item item The 29th,first_sentence,"Initiative Participation Global Advocacy Standards Developmet 1 2024 9item item The 29th United Nations Climate Change Conference (COP29) United Nations Global Compact ""Caring for Climate"" Initiative UN Global Compact SDG Ambition Accelerator 2024 Asia-Pacific Carbon Summit and World Low-Carbon Cities Forum Global Battery Alliance (GBA) At the 29th United Nations Climate Change Conference (COP29), Sunwoda was invited to collaborate with supply chain partners in exploring green solutions.","1, 2024, 2024",yes,not stated,not stated,UN Global Compact SDG Ambition Accelerator,Sunwoda 2024.pdf,16,16,Initiative Participation Global Advocacy Standards Developmet 1 2024 9item item The 29th United Nations Climate,"Initiative Participation Global Advocacy Standards Developmet 1 2024 9item item The 29th United Nations Climate Change Conference (COP29) United Nations Global Compact ""Caring for Climate"" Initiative UN Global Compact SDG Ambition Accelerator 2024 Asia-Pacific Carbon Summit and World Low-Carbon Cities Forum Global Battery Alliance (GBA) At the 29th United Nations Climate Change Conference (COP29),",High,OK
CN062-I005,CN062,Sunwoda,Sunwoda,Renewables & Clean Tech,not stated,2024,X,partnerships_general,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,Sunwoda Voice Program - Narrative Medicine Capability Enhancement,quoted_name,"In November 2024, the Sunwoda Foundation, in collaboration with the People's Hospital of Shiyan, launched the ""Sunwoda Voice Program - Narrative Medicine Capability Enhancement"" program.",2024,yes,not stated,not stated,Sunwoda Foundation,Sunwoda 2024.pdf,65,65,"In November 2024, the Sunwoda Foundation, in collaboration with the People's Hospital of Shiyan, launched","In November 2024, the Sunwoda Foundation, in collaboration with the People's Hospital of Shiyan, launched the ""Sunwoda Voice Program - Narrative Medicine Capability Enhancement"" program.",High,OK
CN063-I002,CN063,Taishin Holding,Taishin Holding,Financial Services,not stated,2024,S,diversity_inclusion,BS,B) Government subsidy / incentive-supported,ii) subsidies/incentives,Diversity Inclusion initiative (BS),label_fallback,"Realizing ﬁnancial inclusion and facilitating the access of disadvantaged groups to ﬁnancial services • Taishin was the first to introduce the ATM International Remittance service, offering 24/7 international remittance services through Taishin ATMs, which have an operating interface available in seven languages, thus solving migrant workers' pain point • Integrated financial services into everyday life by launching the Richart Life app, which can now also be used by non- Taishin customers, achieving financial inclusion • Customer • Suppliers • Community Financial Inclusion Promoting green ﬁnance and expanding our corporate inﬂuence • Comply with the ""Principles for Responsible Investment"" and support the ""Principles for Responsible Banking"" • Establishment of the "" sustainable financial policy"" su- pervised by the sustainability committee at the board of directors level, and implemented by each subsidiary.","24, 7",yes,not stated,not stated,International Remittance service,Taishin Holding 2024.pdf,40,40,Realizing ﬁnancial inclusion and facilitating the access of disadvantaged groups to ﬁnancial services • Taishin,"Realizing ﬁnancial inclusion and facilitating the access of disadvantaged groups to ﬁnancial services • Taishin was the first to introduce the ATM International Remittance service, offering 24/7 international remittance services through Taishin ATMs, which have an operating interface available in seven languages, thus solving migrant workers' pain point • Integrated financial services into everyda",High,OK
CN064-I002,CN064,TCL Technology Group,TCL Technology Group,Manufacturing & Electronics,not stated,2024,S,community_development,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,"TCL Charity Foundation Launched the ""Love Donation"" Campaign TCL Rose Action ·",first_sentence,"TCL Charity Foundation Launched the ""Love Donation"" Campaign TCL Rose Action · Employee Public Welfare Innovation Contest Successfully Held In 2024, the TCL Charity Foundation launched the ""Love Donation"" campaign, engaging 1,899 employees and raising a total of RMB 13.58 million in donations.","2024, 1,899, 13.58",yes,not stated,not stated,TCL Charity Foundation,TCL Technology Group 2024.pdf,52,52,"TCL Charity Foundation Launched the ""Love Donation"" Campaign TCL Rose Action · Employee Public Welfare","TCL Charity Foundation Launched the ""Love Donation"" Campaign TCL Rose Action · Employee Public Welfare Innovation Contest Successfully Held In 2024, the TCL Charity Foundation launched the ""Love Donation"" campaign, engaging 1,899 employees and raising a total of RMB 13.58 million in donations.",High,OK
CN064-I004,CN064,TCL Technology Group,TCL Technology Group,Manufacturing & Electronics,not stated,2024,E,renewable_energy,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,Renewable Energy initiative (BN),label_fallback,"TCL Charity Foundation Facilitates Photovoltaic Development in Checun Village, Taimai Town TCL Charity Foundation Supported the ""Sunshine Early Start"" Program In response to the national rural revitalization strategy, the TCL Charity Foundation launched a photovoltaic power generation project in Checun Village, Taimai Town in 2024.",2024,yes,not stated,not stated,TCL Charity Foundation; Taimai Town TCL Charity Foundation,TCL Technology Group 2024.pdf,53,53,"TCL Charity Foundation Facilitates Photovoltaic Development in Checun Village, Taimai Town TCL Charity Foundation Supported","TCL Charity Foundation Facilitates Photovoltaic Development in Checun Village, Taimai Town TCL Charity Foundation Supported the ""Sunshine Early Start"" Program In response to the national rural revitalization strategy, the TCL Charity Foundation launched a photovoltaic power generation project in Checun Village, Taimai Town in 2024.",High,OK
CN064-I005,CN064,TCL Technology Group,TCL Technology Group,Manufacturing & Electronics,not stated,2024,X,innovation_green_tech,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,Innovation Green Tech initiative (BN),label_fallback,"Case: ""TCL Smart Classroom"" Enabled Interdisciplinary Integrated Lessons In December 2024, the TCL Charity Foundation launched interdisciplinary integrated lessons under the TCL Smart Classroom project across four schools: Haide School (part of the Nanshan Second Foreign Language School Group in Shenzhen, Guangdong), Chiwan School, Yuanshan Town Primary School in Lianping County of Heyuan City, and No.",2024,yes,not stated,multiple,TCL Charity Foundation,TCL Technology Group 2024.pdf,53,53,"Case: ""TCL Smart Classroom"" Enabled Interdisciplinary Integrated Lessons In December 2024, the TCL Charity Foundation","Case: ""TCL Smart Classroom"" Enabled Interdisciplinary Integrated Lessons In December 2024, the TCL Charity Foundation launched interdisciplinary integrated lessons under the TCL Smart Classroom project across four schools: Haide School (part of the Nanshan Second Foreign Language School Group in Shenzhen, Guangdong), Chiwan School, Yuanshan Town Primary School in Lianping County of Heyuan City, an",High,OK
CN065-I002,CN065,Tencent,Tencent,Technology & Internet,not stated,2024,S,customer_privacy_security,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,we collaborated with One Foundation to organise cybersecurity awareness campaigns in 15,first_sentence,"In 2024, we collaborated with One Foundation to organise cybersecurity awareness campaigns in 15 provinces across China.","2024, 15",yes,not stated,national,One Foundation,Tencent 2024.pdf,67,67,"In 2024, we collaborated with One Foundation to organise cybersecurity awareness campaigns in 15 provinces","In 2024, we collaborated with One Foundation to organise cybersecurity awareness campaigns in 15 provinces across China.",High,OK
CN065-I003,CN065,Tencent,Tencent,Technology & Internet,not stated,2024,X,innovation_green_tech,BG,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,we launched the Cultivator Programme in collaboration with the Ministry of Agriculture,first_sentence,"In 2021, we launched the Cultivator Programme in collaboration with the Ministry of Agriculture and Rural Affairs.",2021,yes,not stated,not stated,Ministry of Agriculture and Rural Affairs,Tencent 2024.pdf,71,71,"In 2021, we launched the Cultivator Programme in collaboration with the Ministry of Agriculture and","In 2021, we launched the Cultivator Programme in collaboration with the Ministry of Agriculture and Rural Affairs.",High,OK
CN065-I004,CN065,Tencent,Tencent,Technology & Internet,not stated,2024,E,water_management,BN,D) Business-led voluntary collaboration (partners/NGOs/community),iv) NGO expertise/problem-solving,Many scientists supported by the New Cornerstone Science Foundation align their research,first_sentence,"Many scientists supported by the New Cornerstone Science Foundation align their research with the SDGs, including SDG 2: Zero Hunger, SDG 3: Good Health and Well- being, SDG 6: Clean Water and Sanitation, SDG 7: Affordable and Clean Energy, SDG 11: Sustainable Cities and Communities, SDG 12: Responsible Consumption and Production, and SDG 13: Climate Action.","2, 3, 6, 7, 11",yes,not stated,not stated,Many scientists supported by the New Cornerstone Science Foundation,Tencent 2024.pdf,74,74,"Many scientists supported by the New Cornerstone Science Foundation align their research with the SDGs,","Many scientists supported by the New Cornerstone Science Foundation align their research with the SDGs, including SDG 2: Zero Hunger, SDG 3: Good Health and Well- being, SDG 6: Clean Water and Sanitation, SDG 7: Affordable and Clean Energy, SDG 11: Sustainable Cities and Communities, SDG 12: Responsible Consumption and Production, and SDG 13: Climate Action.",High,OK
CN066-I002,CN066,TPV,TPV,Manufacturing & Electronics,state-owned,2024,E,renewable_energy,BG,F) International exposure / investor / supply-chain requirement-driven,vi) reputational/international markets,Renewable Energy initiative (BG),label_fallback,"Strategy To identify and evaluate the impacts of climate-related risks and opportunities on the Company, TPV Technology has conducted scenario analysis based on the disclosure recommendations of the TCFD as well as data models and industry research from organizations such as the International Energy Agency (IEA) and the Intergovernmental Panel on Climate Change (IPCC).",Not stated / Not found,no,not stated,not stated,International Energy Agency,TPV 2024.pdf,37,37,"Strategy To identify and evaluate the impacts of climate-related risks and opportunities on the Company,","Strategy To identify and evaluate the impacts of climate-related risks and opportunities on the Company, TPV Technology has conducted scenario analysis based on the disclosure recommendations of the TCFD as well as data models and industry research from organizations such as the International Energy Agency (IEA) and the Intergovernmental Panel on Climate Change (IPCC).",High,OK
CN067-I002,CN067,Vanke,Vanke,Other / Not classified,state-owned,2024,E,emissions_reduction,BS,E) Society pressure / stakeholder demand-driven,iii) stakeholder/community demand,"Topic of the Year In September 2022, the Meisha Carbon Neutral Community",first_sentence,"Topic of the Year In September 2022, the Meisha Carbon Neutral Community initiated a rooftop eco-greenland renovation project to explore a new model of brownfield soil management in urban renovation and enhancing the overall green building effectiveness of the Vanke International Convention Center.",2022,yes,not stated,not stated,International Convention Center,Vanke 2024.pdf,11,11,"Topic of the Year In September 2022, the Meisha Carbon Neutral Community initiated a rooftop","Topic of the Year In September 2022, the Meisha Carbon Neutral Community initiated a rooftop eco-greenland renovation project to explore a new model of brownfield soil management in urban renovation and enhancing the overall green building effectiveness of the Vanke International Convention Center.",High,OK
CN067-I004,CN067,Vanke,Vanke,Other / Not classified,state-owned,2024,G,stakeholder_engagement,BN,D) Business-led voluntary collaboration (partners/NGOs/community),iv) NGO expertise/problem-solving,the “Mount Everest Snow Leopard Protection Plan” (2023–2027) strategic plan was developed,first_sentence,"In 2023, the “Mount Everest Snow Leopard Protection Plan” (2023–2027) strategic plan was developed by the Vanke Foundation and its invited team of consultants through on-site investigations, stakeholder research, and comprehensive discussions.","2023, 2023, 2027",yes,not stated,not stated,Vanke Foundation,Vanke 2024.pdf,16,16,"In 2023, the “Mount Everest Snow Leopard Protection Plan” (2023–2027) strategic plan was developed by","In 2023, the “Mount Everest Snow Leopard Protection Plan” (2023–2027) strategic plan was developed by the Vanke Foundation and its invited team of consultants through on-site investigations, stakeholder research, and comprehensive discussions.",High,OK
CN067-I005,CN067,Vanke,Vanke,Other / Not classified,state-owned,2024,X,partnerships_general,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,Welcome Ceremony for the Event • Roundtable on Green Development of World,first_sentence,"Welcome Ceremony for the Event • Roundtable on Green Development of World Heritage Sites: On 25 October 2024, the Palace Museum, in collaboration with Vanke Foundation and other parties, held a Roundtable on Green Development of World Heritage Sites.","25, 2024",yes,not stated,not stated,Vanke Foundation,Vanke 2024.pdf,67,67,Welcome Ceremony for the Event • Roundtable on Green Development of World Heritage Sites: On,"Welcome Ceremony for the Event • Roundtable on Green Development of World Heritage Sites: On 25 October 2024, the Palace Museum, in collaboration with Vanke Foundation and other parties, held a Roundtable on Green Development of World Heritage Sites.",High,OK
CN069-I001,CN069,XCMG,XCMG,Construction & Infrastructure,state-owned,2024,E,water_management,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,Water Management initiative (BN),label_fallback,"2024 Environmental, Social and Governance (ESG) Report 105 106 In 2024, XCMG Machinery, in collaboration with the China Foundation for Rural Development, launched the fifth phase of the African Water Cellar Project.","2024, 105, 106, 2024",yes,not stated,national,China Foundation,XCMG 2024.pdf,55,55,"2024 Environmental, Social and Governance (ESG) Report 105 106 In 2024, XCMG Machinery, in collaboration","2024 Environmental, Social and Governance (ESG) Report 105 106 In 2024, XCMG Machinery, in collaboration with the China Foundation for Rural Development, launched the fifth phase of the African Water Cellar Project.",High,OK
CN069-I002,CN069,XCMG,XCMG,Construction & Infrastructure,state-owned,2024,E,water_management,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,"To date, XCMG Machinery and the China Foundation for Rural Development have",first_sentence,"To date, XCMG Machinery and the China Foundation for Rural Development have successfully established a total of 201 water cellars across various underdeveloped regions in Africa.",201,yes,not stated,national,XCMG Machinery and the China Foundation,XCMG 2024.pdf,55,55,"To date, XCMG Machinery and the China Foundation for Rural Development have successfully established a","To date, XCMG Machinery and the China Foundation for Rural Development have successfully established a total of 201 water cellars across various underdeveloped regions in Africa.",High,OK
CN070-I002,CN070,Xiaomi,Xiaomi,Technology & Internet,not stated,2024,E,emissions_reduction,BN,F) International exposure / investor / supply-chain requirement-driven,vi) reputational/international markets,It is a water stewardship certification body established by the UN Global,first_sentence,"It is a water stewardship certification body established by the UN Global Compact (UNGC), the Carbon Disclosure Project (CDP), and other international organizations.",Not stated / Not found,no,not stated,not stated,UN Global Compact,Xiaomi 2024.pdf,54,54,"It is a water stewardship certification body established by the UN Global Compact (UNGC), the","It is a water stewardship certification body established by the UN Global Compact (UNGC), the Carbon Disclosure Project (CDP), and other international organizations.",High,OK
CN070-I004,CN070,Xiaomi,Xiaomi,Technology & Internet,not stated,2024,X,innovation_green_tech,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,Innovation Green Tech initiative (BN),label_fallback,"The Xiaomi Fundraising Platform for Charities, in collaboration with the Mangrove Conservation Foundation (MCF), launched the “Guardian Star for the Chishui River Wetland” project to enhance the protection of the ecological health of the Chishui River 41 Basin.",41,yes,not stated,not stated,Mangrove Conservation Foundation,Xiaomi 2024.pdf,58,58,"The Xiaomi Fundraising Platform for Charities, in collaboration with the Mangrove Conservation Foundation (MCF), launched","The Xiaomi Fundraising Platform for Charities, in collaboration with the Mangrove Conservation Foundation (MCF), launched the “Guardian Star for the Chishui River Wetland” project to enhance the protection of the ecological health of the Chishui River 41 Basin.",High,OK
CN070-I005,CN070,Xiaomi,Xiaomi,Technology & Internet,not stated,2024,S,labor_rights,BN,A) Government mandate / compliance-driven,i) regulation/government policy,Based on the RBA Code of Conduct and the Joint Audit Cooperation,first_sentence,"Based on the RBA Code of Conduct and the Joint Audit Cooperation (JAC) Supply Chain Sustainability Guidelines, we have issued the Xiaomi Corporation Supplier Social Responsibility Code of Conduct 54, with reference to the OECD Guidelines for Multinational Enterprises, the UN Universal Declaration of Human Rights, the UN Guiding Principles on Business and Human Rights, the ILO Declaration on Fundamental Principles and Rights at Work, and the UN Convention on the Rights of the Child.",54,yes,not stated,not stated,UN Convention on the Rights of the Child; UN Guiding Principles on Business and Human Rights; UN Universal Declaration of Human Rights,Xiaomi 2024.pdf,71,71,Based on the RBA Code of Conduct and the Joint Audit Cooperation (JAC) Supply Chain,"Based on the RBA Code of Conduct and the Joint Audit Cooperation (JAC) Supply Chain Sustainability Guidelines, we have issued the Xiaomi Corporation Supplier Social Responsibility Code of Conduct 54, with reference to the OECD Guidelines for Multinational Enterprises, the UN Universal Declaration of Human Rights, the UN Guiding Principles on Business and Human Rights, the ILO Declaration on Fundam",High,OK
CN070-I006,CN070,Xiaomi,Xiaomi,Technology & Internet,not stated,2024,G,board_structure,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,Board Structure initiative (BN),label_fallback,"We established the Xiaomi Corporation Technology Committee, which oversees the development of the Leadership of Foundational Core Technologies Group’s technology strategy, organization, talent, partnership, culture, and other technology systems.",Not stated / Not found,no,not stated,not stated,Leadership of Foundation,Xiaomi 2024.pdf,7,7,"We established the Xiaomi Corporation Technology Committee, which oversees the development of the Leadership of","We established the Xiaomi Corporation Technology Committee, which oversees the development of the Leadership of Foundational Core Technologies Group’s technology strategy, organization, talent, partnership, culture, and other technology systems.",High,OK
CN071-I004,CN071,Zhejiang Huayou Cobalt,"Zhejiang Huayou Cobalt Co., Ltd.",Renewables & Clean Tech,not stated,2024,X,innovation_green_tech,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,Innovation Green Tech initiative (BN),label_fallback,"2024 Sustainability Report Sustainability Management Building Foundations Together with Partners Innovation Leads, Prosperity with Friends Green Development, Co-creating a Sustainable Future Huayou, Together, for the Future Friends all Over the World, Creating Common Prosperity 28 29 HUAYOU COBALT Sustainability Management Huayou Cobalt firmly believes that sustainable development is not only the cornerstone for building long-term value and strengthening our industry leadership, but also the core driver propelling us forward.","2024, 28, 29",yes,not stated,not stated,Sustainability Report Sustainability Management Building Foundation,Zhejiang Huayou Cobalt 2024.pdf,16,16,"2024 Sustainability Report Sustainability Management Building Foundations Together with Partners Innovation Leads, Prosperity with Friends","2024 Sustainability Report Sustainability Management Building Foundations Together with Partners Innovation Leads, Prosperity with Friends Green Development, Co-creating a Sustainable Future Huayou, Together, for the Future Friends all Over the World, Creating Common Prosperity 28 29 HUAYOU COBALT Sustainability Management Huayou Cobalt firmly believes that sustainable development is not only the",High,OK
CN071-I005,CN071,Zhejiang Huayou Cobalt,"Zhejiang Huayou Cobalt Co., Ltd.",Renewables & Clean Tech,not stated,2024,G,risk_management,BN,D) Business-led voluntary collaboration (partners/NGOs/community),"v) operational efficiency/resource value (e.g., waste as asset)",Risk Management initiative (BN),label_fallback,"36 37 About This Report 2024 Sustainability Report HUAYOU COBALT Building Foundations Together with Partners Huayou Cobalt consistently upholds a strong sense of responsibility and mission, committed to continuously enhancing corporate governance and improving operational risk management efficiency.","36, 37, 2024",yes,not stated,not stated,Sustainability Report HUAYOU COBALT Building Foundation,Zhejiang Huayou Cobalt 2024.pdf,20,20,36 37 About This Report 2024 Sustainability Report HUAYOU COBALT Building Foundations Together with Partners,"36 37 About This Report 2024 Sustainability Report HUAYOU COBALT Building Foundations Together with Partners Huayou Cobalt consistently upholds a strong sense of responsibility and mission, committed to continuously enhancing corporate governance and improving operational risk management efficiency.",High,OK
CN071-I006,CN071,Zhejiang Huayou Cobalt,"Zhejiang Huayou Cobalt Co., Ltd.",Renewables & Clean Tech,not stated,2024,X,SDG_alignment,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,Supported UN Sustainable Development Goals (SDGs): 01 Governance,kept_original,Supported UN Sustainable Development Goals (SDGs): 01 Governance,1,yes,not stated,not stated,UN Sustainable Development Goals,Zhejiang Huayou Cobalt 2024.pdf,20,20,Supported UN Sustainable Development Goals (SDGs): 01 Governance,Supported UN Sustainable Development Goals (SDGs): 01 Governance,High,OK
CN071-I007,CN071,Zhejiang Huayou Cobalt,"Zhejiang Huayou Cobalt Co., Ltd.",Renewables & Clean Tech,not stated,2024,X,innovation_green_tech,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,Innovation Green Tech initiative (BN),label_fallback,"Building Foundations Together with Partners Sustainability Management 2024 Sustainability Report HUAYOU COBALT Innovation Leads, Prosperity with Friends Huayou, Together, for the Future Friends all Over the World, Creating Common Prosperity Green Development, Co-creating a Sustainable Future 38 39 Corporate Governance Effective governance mechanisms play a pivotal role in ensuring the Company's compliant and sustainable development.","2024, 38, 39",yes,not stated,not stated,Building Foundation,Zhejiang Huayou Cobalt 2024.pdf,21,21,"Building Foundations Together with Partners Sustainability Management 2024 Sustainability Report HUAYOU COBALT Innovation Leads, Prosperity","Building Foundations Together with Partners Sustainability Management 2024 Sustainability Report HUAYOU COBALT Innovation Leads, Prosperity with Friends Huayou, Together, for the Future Friends all Over the World, Creating Common Prosperity Green Development, Co-creating a Sustainable Future 38 39 Corporate Governance Effective governance mechanisms play a pivotal role in ensuring the Company's co",High,OK
CN071-I008,CN071,Zhejiang Huayou Cobalt,"Zhejiang Huayou Cobalt Co., Ltd.",Renewables & Clean Tech,not stated,2024,S,training_education,BN,F) International exposure / investor / supply-chain requirement-driven,vi) reputational/international markets,Training Education initiative (BN),label_fallback,"46 Building Foundations Together with Partners Sustainability Management 2024 Sustainability Report HUAYOU COBALT Innovation Leads, Prosperity with Friends Huayou, Together, for the Future Friends all Over the World, Creating Common Prosperity Green Development, Co-creating a Sustainable Future Huayou Cobalt Integrity Reporting Channels Integrity Promotion at Leadership Conferences Integrity Promotion at Supplier Conferences Economic Crime Prevention Forum International integrity promotion column Huayou actively explores international approaches for integrity promotion by distributing bilingual (Chinese-English/Chinese-Indonesian) integrity posters, adding English-language integrity columns on official websites, and advancing localized integrity training programs, thereby strengthening overseas recognition and cohesion of integrity culture and promoting cross-border dissemination of ethical principles.","46, 2024",yes,not stated,Indonesia,Building Foundation,Zhejiang Huayou Cobalt 2024.pdf,25,25,"46 Building Foundations Together with Partners Sustainability Management 2024 Sustainability Report HUAYOU COBALT Innovation Leads,","46 Building Foundations Together with Partners Sustainability Management 2024 Sustainability Report HUAYOU COBALT Innovation Leads, Prosperity with Friends Huayou, Together, for the Future Friends all Over the World, Creating Common Prosperity Green Development, Co-creating a Sustainable Future Huayou Cobalt Integrity Reporting Channels Integrity Promotion at Leadership Conferences Integrity Promo",High,OK
